taxonomy,imt,iml_unit,noDamageLimit,iml,d0,d1,d2,d3,d4,d5
PSE-MURsimplestone-5-T-F-F-T-T,MMI,MMI,1,8.5,0.99995521428784506,0.99047612430179266,0.90719615168063172,0.65945697611301513,0.28304309329437238,0.021709456682582506
PSE-MURsimplestone-5-T-F-F-T-T,MMI,MMI,1,9.0,0.99999508068101739,0.99768713407138987,0.96512494433465024,0.81922907714642768,0.48052892182267615,0.075410635433331041
PSE-MURsimplestone-5-T-F-F-T-T,MMI,MMI,1,9.5,0.9999994593522531,0.99948293092144791,0.98841245501868158,0.91707561540298332,0.67466201827843264,0.19221657791086066
PSE-MURsimplestone-5-T-F-F-T-T,MMI,MMI,1,10.0,0.99999993088188455,0.99988079128694296,0.99627676698197865,0.96491998809867574,0.81846172114143867,0.36534973050619401
PSE-MURsimplestone-5-T-F-F-T-T,MMI,MMI,1,10.5,0.99999998858819505,0.99996890440581132,0.99874174185141529,0.98527340640142058,0.9046654275907785,0.54924059291176075
PSE-MURsimplestone-5-T-F-F-T-T,MMI,MMI,1,11.0,0.99999999747675805,0.99999037974017124,0.99952885931664903,0.99352291060018871,0.95036598973273578,0.70183112340823706
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,3.0,0.10244433270068476,0.012219779508283235,0.0012725571599445651,7.4828167627716269e-05,1.1888953989069861e-06,2.007890520516753e-10
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,3.5,0.16318808392333561,0.021737592873098288,0.0024370132096793728,0.0001535755478196954,2.6473097456403138e-06,5.1576776183281936e-10
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,4.0,0.25787106031575147,0.040244104385669277,0.0050236187577780145,0.00035035742228772815,6.8067767674540036e-06,1.6358913113023732e-09
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,4.5,0.39602961115620894,0.076875076862522929,0.011170428378306396,0.00090010446173094394,2.0748971067297006e-05,6.7361292099832326e-09
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,5.0,0.57296047893949709,0.14753720199682119,0.026326479857853191,0.0025854055154681532,7.5429736733356734e-05,3.7103464189947033e-08
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,5.5,0.75546169090721249,0.27145264447132189,0.062862374219451511,0.0079778752278415466,0.00031677500527105273,2.690696921936464e-07
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,6.0,0.89391192908234651,0.45246009912189844,0.14189460825920264,0.02452945001630491,0.0014201396261211974,2.3657727048487232e-06
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,6.5,0.9662448518197031,0.65560322871401122,0.28189986767680275,0.068551382189635524,0.0060807657208966637,2.1906285825767924e-05
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,7.0,0.99199009904811009,0.82351806072415634,0.47268922507149125,0.16204710452197013,0.022464425964334733,0.00018418433369082887
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,7.5,0.99852611571724248,0.92667303332833462,0.67017755011881475,0.31561994867690146,0.067869157856635942,0.0012789384875515619
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,8.0,0.99978412433516206,0.97532656228439973,0.82810607955232296,0.51146030528483999,0.16604362624776825,0.0070803827762248028
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,8.5,0.99997400272963077,0.99322381735232834,0.92620051218539179,0.70463625623020609,0.32936603671573716,0.030477667214504511
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,9.0,0.99999718518847569,0.99840423684983737,0.97330104455784505,0.84949146835285005,0.53176411091516629,0.098118193742603443
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,9.5,0.99999968292341634,0.99964426523729566,0.99128037245040135,0.93281406053963689,0.71630577533408335,0.23158067327126353
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,10.0,0.99999995709534584,0.99991601237331829,0.99718217727380842,0.97181551194250859,0.84493023116658417,0.4123737584570808
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,10.5,0.99999999238621506,0.99997719516331574,0.99902631758183547,0.98807725570354243,0.91908913639266965,0.59133395188535909
PSE-MURsimplestone-2-T-F-T-T-T,MMI,MMI,1,11.0,0.99999999819127228,0.99999262211028972,0.99962451754463533,0.99466741490381194,0.95771056351184658,0.73298794310091897
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,3.0,0.16048395092658152,0.021276542695800815,0.0023777577731969313,0.00014939423418858233,2.5661812854682609e-06,4.9688431147387746e-10
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,3.5,0.25374381111291622,0.039336396736393109,0.0048878962512520774,0.0003394192329529977,6.5606274954888022e-06,1.5626340221785995e-09
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,4.0,0.39028197052882363,0.075081843379961377,0.010840740804325177,0.00086825013043445587,1.9870974416469345e-05,6.3697727092915102e-09
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,4.5,0.56620562041558653,0.14417271999110493,0.025511508382259129,0.0024850780333144362,7.1801409583960307e-05,3.4717285379848306e-08
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,5.0,0.74938387542330287,0.265927209853701,0.06095470546933246,0.0076570951653711639,0.00030030349228304942,2.4953552624218389e-07
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,5.5,0.89008929101292433,0.44522778909202232,0.13804979219979441,0.023583723923095601,0.0013456025419221751,2.1836481189918544e-06
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,6.0,0.96463689784664741,0.64858596059246065,0.27579606103035947,0.066233269057640931,0.0057825172948191561,2.0237503006281798e-05
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,6.5,0.99152523919390478,0.81855955869427455,0.46538584484999745,0.15763098086749183,0.021503625414313388,0.00017110109886298019
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,7.0,0.9984271136720303,0.9240410220670936,0.66353525323249063,0.30915591578900203,0.065460658976990826,0.001197319574476885
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,7.5,0.99976780733212867,0.97424592418846268,0.82343307338376104,0.50413816978077319,0.16136702934999492,0.0066851174184386908
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,8.0,0.99997187133135779,0.99287885967850587,0.92367200380423897,0.69831531365146005,0.32251425635503794,0.029056798471374212
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,8.5,0.99999694984334642,0.99831619774032943,0.97224188471449124,0.84538396124549786,0.52444027480787958,0.094583371848200981
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,9.0,0.99999965783059785,0.9996246542491587,0.99091528576232524,0.9307281406026604,0.71053267397179143,0.22570237872002497
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,9.5,0.99999995409389908,0.99991171525862488,0.99706754365492456,0.97091360727731757,0.84133971170449551,0.40559624423441698
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,10.0,0.99999999193854716,0.99997617003934036,0.99899012472865412,0.9877116674837616,0.91715497295126081,0.58541901389830486
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,10.5,0.99999999810442253,0.99999233987299641,0.99961222515588011,0.99451760872135386,0.95672899658033284,0.72867670886275571
PSE-MURadobe-5-T-F-F-T-T,MMI,MMI,1,11.0,0.99999999941851392,0.99999707484567779,0.99983224257840686,0.99736374402636119,0.97672735158870394,0.82795563123022653
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,3.0,0.039670739384706666,0.0041655781461132912,0.00039878872240761698,2.1674430735196815e-05,3.1395060073879932e-07,4.5095482903434458e-11
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,3.5,0.062667482809110275,0.0069096572820075419,0.00068307780930387807,3.8256340060605076e-05,5.740061088665982e-07,8.7693408090672165e-11
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,4.0,0.099576789594485127,0.011812945792507912,0.0012257303429668021,7.1829811067347649e-05,1.136697767356587e-06,1.9063228773319452e-10
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,4.5,0.1586316812618086,0.020962788010521871,0.0023375900443433073,0.00014656952837621695,2.5115837590794499e-06,4.84256412747186e-10
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,5.0,0.25091148905542737,0.038719102121883342,0.0047960914316540482,0.00033205527446444894,6.3957818878801476e-06,1.5140013687187093e-09
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,5.5,0.38632255217707956,0.073861646203678299,0.010618031829734864,0.00084686902678188236,1.9285849746197847e-05,6.1285224672857908e-09
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,6.0,0.56152170303673354,0.14187726257482891,0.024960774776721761,0.0024178474287231966,6.9392883289776108e-05,3.3158246037778838e-08
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,6.5,0.74512869174310159,0.26213677803885171,0.059661674200785386,0.0074419570600042784,0.00028938738588246693,2.3684728356343498e-07
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,7.0,0.88738094418489399,0.44022555378585648,0.13542800119926313,0.02294685766225113,0.0012961125175826593,2.0655791483914498e-06
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,7.5,0.96348367396795787,0.64368507524566243,0.27159940866029131,0.064661365229436774,0.0055834143539451597,1.9152593255244987e-05
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,8.0,0.99118834355093011,0.81506399204024926,0.46032055438615971,0.1546120324851058,0.020857435468776719,0.0001625421464394039
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,8.5,0.99835476280729751,0.92217038136254703,0.65889142063713646,0.3047020223366228,0.063828261872914571,0.0011435271846912398
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,9.0,0.99975579368903189,0.97347195632259798,0.82014037974274911,0.49905287898052009,0.15817184010610486,0.0064224681722435673
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,9.5,0.99997029184796937,0.99262993142928257,0.92187585001515548,0.69388731802147952,0.31778966058722302,0.028103012128174343
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,10.0,0.99999677484301708,0.99825229729299647,0.97148406766768858,0.84248223767200003,0.51934056194274869,0.092181684153762933
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,10.5,0.99999963919510793,0.9996103860616774,0.99065288426815246,0.92924508548974905,0.70647836923017748,0.22165977741410581
JOR-RCFw/oERD-6-T-F-F-F-T,MMI,MMI,1,11.0,0.99999995187678226,0.99990859255882492,0.99698504785425945,0.97027016613374029,0.83880333388040895,0.40088824896064112
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,3.0,0.075373688464245414,0.0085281117380647808,0.00085756979267648248,4.880073319080136e-05,7.4606106958974294e-07,1.1777911979038436e-10
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,3.5,0.1199699429454093,0.014788314936843072,0.001574080874354844,9.4475199096444307e-05,1.537693998243661e-06,2.709050761495746e-10
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,4.0,0.19089004126074249,0.026668900140419449,0.0030874656736734618,0.00020054002575276009,3.5823265680523519e-06,7.4296535590434587e-10
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,4.5,0.29960549930757563,0.049986998166801522,0.0065334471507805247,0.00047595176779824389,9.7357156717547966e-06,2.5614804721740825e-09
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,5.0,0.45266354015370358,0.09602470362637272,0.014865200141507051,0.0012727309960962607,3.1530732508500137e-05,1.1621774320680345e-08
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,5.5,0.63671118452102515,0.18278686332282468,0.035419432765309788,0.0037694783487235428,0.00012108297141166791,7.0610659541614496e-08
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,6.0,0.80943300761478276,0.32725124366192504,0.083686811270772821,0.011733009460991983,0.00052567963390326433,5.5362430761984882e-07
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,6.5,0.92549137266856718,0.52173869009458884,0.18219609628834366,0.035281370769707388,0.0023506888310615981,5.0417421130211082e-06
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,7.0,0.97862093238163872,0.71892266679501748,0.34259544576541257,0.093719642472488096,0.0096652169832783796,4.5861700571414588e-05
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,7.5,0.99536505300789002,0.86584797525182455,0.54153627172599927,0.20759146149389551,0.033460872726881807,0.00036391798041246481
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,8.0,0.999212340410496,0.94809561986816637,0.72983377006100669,0.37910008619615088,0.094104814765567535,0.0023454696454044965
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,8.5,0.99989264635026709,0.98373397318143796,0.86813234116723981,0.57990172129062478,0.21442252576161791,0.011967035399460091
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,9.0,0.99998769845744395,0.99579488468904009,0.94684053190608886,0.76067677518020826,0.39622807497499035,0.046886768634273546
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,9.5,0.99999867377412477,0.99904030573397695,0.98160209949338906,0.88415058899313825,0.59908792373542552,0.1358701757648898
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,10.0,0.99999984324356472,0.99978441507290294,0.99407404988888359,0.94979515760007904,0.76679457223546854,0.28983073841855034
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,10.5,0.99999997689262732,0.99994699927504505,0.99805492203788559,0.97902745832875515,0.87531539534655012,0.47565077366344255
JOR-MURmanufactured-6-T-F-F-F-T,MMI,MMI,1,11.0,0.99999999547028307,0.99998475402256914,0.9993044524379403,0.99099363600984069,0.93519675121645474,0.64438194005497673
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,3.0,0.15142831888295127,0.019758409904997887,0.0021845954107780896,0.00013588365249816992,2.3066041040520346e-06,4.3743675348650868e-10
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,3.5,0.23985690372644453,0.03635304268159989,0.0044479550816783897,0.00030439072387133947,5.7829334538794797e-06,1.3363005146871387e-09
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,4.0,0.37075198919292851,0.069180127824296833,0.0097758716209935814,0.0007670379115649606,1.7131905121425817e-05,5.2611360823462405e-09
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,4.5,0.54285933362807703,0.13302488764786624,0.022877106464043506,0.0021677086680997881,6.059798253799098e-05,2.7640578381671332e-08
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,5.0,0.72784215273240238,0.24736054271547381,0.054741251192522822,0.0066404188975542899,0.00024966961795780396,1.9247627280893909e-07
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,5.5,0.8761068445913518,0.42040107431850271,0.12533167230455378,0.020555319837631814,0.0011154430276514304,1.6544708958399212e-06
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,6.0,0.95855967164979072,0.62387302587047566,0.25516764735832587,0.05867675272088968,0.0048488476526461488,1.5355571091668629e-05
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,6.5,0.98971785119060185,0.80065669591071209,0.44013126306642669,0.14292775160259708,0.01843770653703225,0.00013222013590430404
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,7.0,0.99803333572187136,0.91432863742046766,0.64007401489742766,0.28718438537750146,0.057619406854916289,0.00095012279076966966
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,7.5,0.9997015765199837,0.97017528358312377,0.80658176630434475,0.47872626237061899,0.14582030966637227,0.0054626576596379373
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,8.0,0.99996306410983882,0.99155282485735985,0.91435458936932024,0.67587283284826993,0.29918296476927564,0.024546533690855132
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,8.5,0.99999596785617684,0.99797234577564309,0.96826241480376651,0.83046928130277731,0.49885022222916131,0.083005883455961271
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,9.0,0.99999955344023961,0.99954753506850225,0.98952639152112221,0.92302158491308728,0.68989682853903656,0.20582779516915606
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,9.5,0.99999994178552709,0.99989486634615254,0.99662983335874256,0.96754984868060656,0.82830013140669911,0.38206281915709872
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,10.0,0.99999999014031138,0.99997218964578238,0.99885240404743392,0.98634531565832673,0.91007217732883605,0.56449145499830577
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,10.5,0.99999999776313253,0.99999125802970867,0.99956580439687193,0.9939593639731118,0.95312616837029307,0.71325026272756942
PSE-MURadobe-2-T-F-F-F-T,MMI,MMI,1,11.0,0.99999999933463468,0.99999672933983152,0.99981488246522554,0.99712326565805243,0.97490409143484247,0.81771575695871368
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,3.0,0.075373688464245414,0.0085281117380647808,0.00085756979267648248,4.880073319080136e-05,7.4606106958974294e-07,1.1777911979038436e-10
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,3.5,0.1199699429454093,0.014788314936843072,0.001574080874354844,9.4475199096444307e-05,1.537693998243661e-06,2.709050761495746e-10
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,4.0,0.19089004126074249,0.026668900140419449,0.0030874656736734618,0.00020054002575276009,3.5823265680523519e-06,7.4296535590434587e-10
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,4.5,0.29960549930757563,0.049986998166801522,0.0065334471507805247,0.00047595176779824389,9.7357156717547966e-06,2.5614804721740825e-09
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,5.0,0.45266354015370358,0.09602470362637272,0.014865200141507051,0.0012727309960962607,3.1530732508500137e-05,1.1621774320680345e-08
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,5.5,0.63671118452102515,0.18278686332282468,0.035419432765309788,0.0037694783487235428,0.00012108297141166791,7.0610659541614496e-08
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,6.0,0.80943300761478276,0.32725124366192504,0.083686811270772821,0.011733009460991983,0.00052567963390326433,5.5362430761984882e-07
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,6.5,0.92549137266856718,0.52173869009458884,0.18219609628834366,0.035281370769707388,0.0023506888310615981,5.0417421130211082e-06
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,7.0,0.97862093238163872,0.71892266679501748,0.34259544576541257,0.093719642472488096,0.0096652169832783796,4.5861700571414588e-05
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,7.5,0.99536505300789002,0.86584797525182455,0.54153627172599927,0.20759146149389551,0.033460872726881807,0.00036391798041246481
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,8.0,0.999212340410496,0.94809561986816637,0.72983377006100669,0.37910008619615088,0.094104814765567535,0.0023454696454044965
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,8.5,0.99989264635026709,0.98373397318143796,0.86813234116723981,0.57990172129062478,0.21442252576161791,0.011967035399460091
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,9.0,0.99998769845744395,0.99579488468904009,0.94684053190608886,0.76067677518020826,0.39622807497499035,0.046886768634273546
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,9.5,0.99999867377412477,0.99904030573397695,0.98160209949338906,0.88415058899313825,0.59908792373542552,0.1358701757648898
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,10.0,0.99999984324356472,0.99978441507290294,0.99407404988888359,0.94979515760007904,0.76679457223546854,0.28983073841855034
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,10.5,0.99999997689262732,0.99994699927504505,0.99805492203788559,0.97902745832875515,0.87531539534655012,0.47565077366344255
JOR-MURmanufactured-4-T-F-F-F-T,MMI,MMI,1,11.0,0.99999999547028307,0.99998475402256914,0.9993044524379403,0.99099363600984069,0.93519675121645474,0.64438194005497673
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,3.0,0.039670739384706666,0.0041655781461132912,0.00039878872240761698,2.1674430735196815e-05,3.1395060073879932e-07,4.5095482903434458e-11
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,3.5,0.062667482809110275,0.0069096572820075419,0.00068307780930387807,3.8256340060605076e-05,5.740061088665982e-07,8.7693408090672165e-11
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,4.0,0.099576789594485127,0.011812945792507912,0.0012257303429668021,7.1829811067347649e-05,1.136697767356587e-06,1.9063228773319452e-10
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,4.5,0.1586316812618086,0.020962788010521871,0.0023375900443433073,0.00014656952837621695,2.5115837590794499e-06,4.84256412747186e-10
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,5.0,0.25091148905542737,0.038719102121883342,0.0047960914316540482,0.00033205527446444894,6.3957818878801476e-06,1.5140013687187093e-09
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,5.5,0.38632255217707956,0.073861646203678299,0.010618031829734864,0.00084686902678188236,1.9285849746197847e-05,6.1285224672857908e-09
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,6.0,0.56152170303673354,0.14187726257482891,0.024960774776721761,0.0024178474287231966,6.9392883289776108e-05,3.3158246037778838e-08
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,6.5,0.74512869174310159,0.26213677803885171,0.059661674200785386,0.0074419570600042784,0.00028938738588246693,2.3684728356343498e-07
JOR-RCFw/oERD-4-T-F-F-F-T,MMI,MMI,1,7.0,0.88738094418489399,0.44022555378585648,0.13542800119926313,0.02294685766225113,0.0012961125175826593,2.0655791483914498e-06
